MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_None,Alley_Pave,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
-0.6,0.31316008589333416,-0.2876729249011858,0.0,0.0,-0.5,2.0,0.1956521739130435,-0.32432432432432434,0.0,0.0,0.0,-1.0,0.0,3.0,0.2,0.22815022815022815,0.0,0.0,-0.3547008547008547,-0.3492537313432836,-1.0,0.0,-0.5321551300932744,0.0,0.0,-1.0011587485515643,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.5,0.0,-1.0,-0.5,0.11627906976744186,-1.0,-1.0,-0.8944099378881988,0.0,0.0,0.0,1.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,11.732060994886899,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,-0.7921030720014027,-0.5470602766798419,0.0,0.0,0.5,2.0,-1.0434782608695652,0.35135135135135137,0.0,1.0,1.0,-1.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,0.8111111111111111,-0.07860696517412935,-0.5,-1.0,-0.2650957290132548,0.8186813186813187,0.0,0.12977983777520277,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-0.5,0.0,-1.0,-0.5,0.023255813953488372,-1.0,0.0,0.7950310559006211,0.0,0.0,0.0,0.44047619047619047,-0.36764705882352944,0.0,0.0,144.0,0.0,0.0,0.0,1.3333333333333333,0.5,12.230765258120545,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.6,3.1026337701038607,-0.06978754940711462,-1.0,0.0,0.5,0.0,0.6521739130434783,0.24324324324324326,0.0,1.0,0.0,1.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,1.8504273504273505,1.1313432835820896,0.0,0.0,0.9288168875797742,0.0,0.0,0.14831981460023175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,-1.0,-0.5,0.6046511627906976,1.0,0.0,0.38509316770186336,0.0,0.0,0.0,0.5952380952380952,1.838235294117647,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,1.0,12.211060187041213,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.6,3.6815811385249133,2.386240118577075,0.0,0.0,-1.0,0.0,-0.4782608695652174,-1.162162162162162,0.0,0.0,0.0,-1.0,0.0,0.0,-0.4,-0.36995436995437,0.0,0.0,0.45555555555555555,-0.2537313432835821,0.0,0.0,-0.4378988708885616,0.0,0.0,-0.9269988412514485,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-0.5,-0.6046511627906976,-1.0,0.0,-0.33126293995859213,0.0,0.0,0.0,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.856515169360305,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.6,1.9447390332617551,1.228137351778656,0.0,0.0,1.5,0.0,0.717391304347826,0.35135135135135137,1.917808219178082,2.0,0.0,1.0,0.0,3.0,-0.6,-0.5384345384345385,0.0,0.0,2.809401709401709,2.2477611940298505,0.0,0.0,2.030436917034855,0.0,0.0,1.015063731170336,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.75,0.6976744186046512,1.0,1.0,1.0434782608695652,0.0,0.0,0.0,0.7380952380952381,1.0735294117647058,0.0,0.0,142.0,0.0,0.0,0.0,-0.3333333333333333,-0.5,12.936751613811438,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2,0.6815811385249131,0.13006422924901187,0.0,0.0,0.5,0.0,0.08695652173913043,-0.4594594594594595,1.8203957382039573,0.0,0.0,0.0,0.0,0.0,0.0,0.011934011934011933,0.0,0.0,0.4965811965811966,0.3353233830845771,0.0,0.0,0.13549337260677466,1.1895604395604396,0.0,0.8621089223638471,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.10351966873706005,0.0,0.0,0.0,1.7142857142857142,1.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,12.165250651009918,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.2,0.6289495595775447,0.44676383399209485,0.0,0.0,0.5,1.0,0.34782608695652173,-0.13513513513513514,2.070015220700152,1.0,0.0,0.0,0.0,2.0,0.4,0.05265005265005265,0.0,0.0,-0.1564102564102564,-0.36716417910447763,-0.5,0.0,0.17280314187530682,1.1085164835164836,0.0,0.8003089996137505,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.25,0.27906976744186046,1.0,0.0,0.39337474120082816,0.0,0.0,0.0,0.0,0.8676470588235294,0.0,196.0,0.0,0.0,0.0,0.0,-1.6666666666666667,-0.5,12.339291489316397,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.6,-0.5289451772645606,-0.5628705533596838,0.0,0.0,0.0,0.0,0.717391304347826,0.32432432432432434,0.4140030441400304,1.0,0.0,0.0,0.0,0.0,0.4,0.7321867321867321,0.0,0.0,-0.20598290598290597,0.5383084577114428,-0.5,0.0,0.3436426116838488,0.0,0.0,-0.3120896098879876,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.5,0.0,-1.0,-0.5,0.6744186046511628,1.0,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,1.3970588235294117,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,12.128111104060462,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.4,-1.8973662298961396,-1.0907855731225296,0.0,0.0,0.5,0.0,0.7391304347826086,0.3783783783783784,1.0106544901065448,1.0,0.0,0.0,0.0,0.0,0.4,0.7307827307827308,0.0,0.0,-0.11538461538461539,0.6417910447761194,0.0,0.0,0.44575355915562104,0.0,0.0,-0.23174971031286212,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.7209302325581395,0.0,0.0,0.6045548654244306,0.0,0.0,0.0,1.0238095238095237,0.5441176470588235,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.5,12.24288661865289,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.6,0.2078969279985973,0.032979249011857704,0.0,0.0,1.0,0.0,0.7608695652173914,0.40540540540540543,0.4383561643835616,1.0,0.0,0.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,1.6931623931623931,0.9482587064676616,0.0,0.0,0.748159057437408,0.0,0.0,0.006179992275009656,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.7209302325581395,1.0,1.0,1.730848861283644,0.0,0.0,0.0,1.25,1.838235294117647,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,12.407379502235209,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.4,-1.0552609667382449,-0.3622776679841897,0.0,0.0,0.0,0.0,0.41304347826086957,-0.05405405405405406,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.06528606528606529,0.0,0.0,1.141025641025641,1.1611940298507464,-0.5,0.0,0.958271968581247,0.0,0.0,0.17149478563151796,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.5,0.0,-1.0,-0.5,0.3488372093023256,0.0,0.0,0.2028985507246377,0.0,0.0,0.0,0.0,-0.36764705882352944,52.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5,12.096257779522967,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.2,-1.8447346509487712,-1.2913784584980237,-1.0,0.0,0.5,0.0,0.717391304347826,0.35135135135135137,0.0,1.0,0.0,0.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,0.25213675213675213,-0.7293532338308458,0.0,0.0,-0.9072164948453608,0.8585164835164835,0.0,-0.3306295867130166,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-0.5,0.0,-1.0,-0.5,0.6744186046511628,0.0,0.0,0.19875776397515527,0.0,0.0,0.0,0.0,0.4264705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,12.011880916165731,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.3657916648407026,0.07596343873517787,-1.0,0.0,0.0,2.0,-0.2391304347826087,-0.35135135135135137,0.0,0.0,0.0,-1.0,0.0,0.0,-0.2,0.303966303966304,0.0,0.0,-0.2829059829059829,-0.1582089552238806,-1.0,0.0,-0.0039273441335297005,0.8914835164835165,0.0,0.4171494785631518,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,-0.3488372093023256,0.0,0.0,-0.16563146997929606,0.0,0.0,0.0,0.0,-0.36764705882352944,0.0,0.0,128.0,0.0,0.0,0.0,0.0,-1.0,11.976659481202368,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.6,0.0,-0.33436264822134387,-1.0,0.0,-1.0,-1.0,-0.043478260869565216,-0.6216216216216216,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.3236223236223236,0.0,0.0,-0.39914529914529917,-0.2656716417910448,-1.0,0.0,-0.4496809032891507,0.0,0.0,-0.936268829663963,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,-0.5,-45.97674418604651,-2.0,-2.0,-1.9875776397515528,-3.0,-3.0,0.0,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,11.385092093460344,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.6,0.0,0.08411561264822134,-1.0,0.0,-0.5,0.0,-0.13043478260869565,-0.7297297297297297,0.1887366818873668,0.0,1.0,-1.0,0.0,0.0,0.0,0.09336609336609336,0.0,0.0,-0.07777777777777778,-0.21791044776119403,-1.0,0.0,-0.36720667648502703,0.0,0.0,-0.8713789107763615,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,-0.5,-0.16279069767441862,-1.0,-1.0,-0.8281573498964804,0.0,0.0,0.0,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,1.0,11.711776323715394,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.4,-0.5289451772645606,-0.18490612648221344,0.0,0.0,0.0,2.0,-1.2608695652173914,0.24324324324324326,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,0.3769230769230769,-0.5840796019900497,0.0,0.0,-0.7638684339715267,0.9587912087912088,0.0,-0.10505986867516416,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-0.5,0.6046511627906976,-1.0,-1.0,-0.39751552795031053,0.0,0.0,0.0,0.0,-0.36764705882352944,0.0,0.0,259.0,0.0,0.0,0.0,0.3333333333333333,-0.5,11.941944326032129,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.2,2.6289495595775447,1.514945652173913,0.0,0.0,1.0,0.0,0.717391304347826,0.32432432432432434,0.0,1.0,0.0,0.0,0.0,2.0,-0.6,-0.5384345384345385,0.0,0.0,1.028205128205128,0.17412935323383086,0.0,0.0,-0.015709376534118802,1.1538461538461537,0.0,0.7029741212823484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6744186046511628,0.0,0.0,0.8488612836438924,1.0,0.0,0.0,0.0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,12.359780370124389,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
